TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d
SANISETTE;;8  RUE D ARCOLE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.349398891032556, 48.8540198901374]], ""type"": ""MultiPoint""}";48.8540198901374,2.349398891032556
SANISETTE;;51  BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""coordinates"": [[2.341432909012633, 48.882316150207735]], ""type"": ""MultiPoint""}";48.882316150207735,2.341432909012633
SANISETTE;;face au 81 QUAI DE VALMY;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.364073917787641, 48.87258118624698]], ""type"": ""MultiPoint""}";48.87258118624698,2.364073917787641
TOILETTES;;SQUARE RUES BELLEVILLE - TELEGRAPHE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-belleville-telegraphe-2724;"{""coordinates"": [[2.399293408514616, 48.875194891123265]], ""type"": ""MultiPoint""}";48.875194891123265,2.399293408514616
TOILETTES;;SQUARE DE LA PLACE DE LA REUNION;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-de-la-place-de-la-reunion-2705;"{""coordinates"": [[2.401508681870862, 48.85581626348992]], ""type"": ""MultiPoint""}";48.85581626348992,2.401508681870862
TOILETTES;;SQUARE HENRI CADIOU;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-henri-cadiou-2529;"{""coordinates"": [[2.3425014153332793, 48.83447425994399]], ""type"": ""MultiPoint""}";48.83447425994399,2.3425014153332793
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.336591567464136, 48.82227702606083]], ""type"": ""MultiPoint""}";48.82227702606083,2.336591567464136
TOILETTES;;SQUARE LEON SERPOLLET;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-leon-serpollet-2665;"{""coordinates"": [[2.339101315132648, 48.89225644637532]], ""type"": ""MultiPoint""}";48.89225644637532,2.339101315132648
TOILETTES;;BOIS DE VINCENNES - PARC FLORAL DE PARIS - PINEDE;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""coordinates"": [[2.4446432672223812, 48.83825700612516]], ""type"": ""MultiPoint""}";48.83825700612516,2.4446432672223812
SANISETTE;;29  RUE ROLAND BARTHES;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.3774441851341352, 48.8444926838465]], ""type"": ""MultiPoint""}";48.8444926838465,2.3774441851341352
SANISETTE;;face au 98 QUAI DE LA RAPEE;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.367027805657553, 48.84600859329504]], ""type"": ""MultiPoint""}";48.84600859329504,2.367027805657553
SANISETTE;;face au 40 AVENUE REILLE;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.338538930462, 48.82444207894634]], ""type"": ""MultiPoint""}";48.82444207894634,2.338538930462
SANISETTE;;98  BOULEVARD ARAGO;75014;6 h - 1 h;Oui;;;"{""coordinates"": [[2.336803885060248, 48.834735549474466]], ""type"": ""MultiPoint""}";48.834735549474466,2.336803885060248
SANISETTE;;161  BOULEVARD BRUNE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.321116922699177, 48.82434142990772]], ""type"": ""MultiPoint""}";48.82434142990772,2.321116922699177
SANISETTE;;92102  RUE BLOMET;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.300280980817689, 48.84090598651907]], ""type"": ""MultiPoint""}";48.84090598651907,2.300280980817689
SANISETTE;;face au 7 RUE LA QUINTINIE;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.306332691603664, 48.83923304249819]], ""type"": ""MultiPoint""}";48.83923304249819,2.306332691603664
SANISETTE;;PLACE DE LA PORTE D AUTEUIL;75016;24 h / 24;Oui;;;"{""coordinates"": [[2.257177590169218, 48.84844378816905]], ""type"": ""MultiPoint""}";48.84844378816905,2.257177590169218
SANISETTE;;2  SQUARE LAMARTINE;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.275158169830334, 48.86517142314817]], ""type"": ""MultiPoint""}";48.86517142314817,2.275158169830334
SANISETTE;;96 ter RUE LEMERCIER;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.318866697645444, 48.88942282181049]], ""type"": ""MultiPoint""}";48.88942282181049,2.318866697645444
SANISETTE;;51  BOULEVARD GOUVION SAINT CYR;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.286017525668917, 48.88188419300001]], ""type"": ""MultiPoint""}";48.88188419300001,2.286017525668917
SANISETTE;;PLACE DE LA CHAPELLE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.359098476818926, 48.88464490930497]], ""type"": ""MultiPoint""}";48.88464490930497,2.359098476818926
SANISETTE;;AVENUE DE LA PORTE DE CLIGNANCOURT;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.344441605047737, 48.9011330331849]], ""type"": ""MultiPoint""}";48.9011330331849,2.344441605047737
SANISETTE;;face au 90 BOULEVARD DE LA CHAPELLE;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.353429267194319, 48.884078653316436]], ""type"": ""MultiPoint""}";48.884078653316436,2.353429267194319
SANISETTE;;154  RUE D AUBERVILLIERS;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.369855639904201, 48.893384136510086]], ""type"": ""MultiPoint""}";48.893384136510086,2.369855639904201
SANISETTE;;2  RUE DE JOINVILLE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.380702647901921, 48.889477761529356]], ""type"": ""MultiPoint""}";48.889477761529356,2.380702647901921
SANISETTE;;213  RUE DE BELLEVILLE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.394776616457134, 48.87544598661789]], ""type"": ""MultiPoint""}";48.87544598661789,2.394776616457134
SANISETTE;;1  RUE DE BUZENVAL;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.402583928887361, 48.84910044336136]], ""type"": ""MultiPoint""}";48.84910044336136,2.402583928887361
SANISETTE;;9  COURS DE VINCENNES;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.400031592781938, 48.84826364818255]], ""type"": ""MultiPoint""}";48.84826364818255,2.400031592781938
SANISETTE;;157  RUE DE MENILMONTANT;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.39820179219435, 48.87058588945123]], ""type"": ""MultiPoint""}";48.87058588945123,2.39820179219435
SANISETTE;;55  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.350203080907802, 48.862313183032356]], ""type"": ""MultiPoint""}";48.862313183032356,2.350203080907802
SANISETTE;;39  PLACE DES DEUX ECUS;;24 h / 24;Oui;;;"{""coordinates"": [[2.341836175822233, 48.863156681649215]], ""type"": ""MultiPoint""}";48.863156681649215,2.341836175822233
SANISETTE;;15  BOULEVARD SAINT DENIS;;24 h / 24;Oui;;;"{""coordinates"": [[2.353502085687314, 48.869408298985206]], ""type"": ""MultiPoint""}";48.869408298985206,2.353502085687314
SANISETTE;;115  RUE SAINT MARTIN;;24 h / 24;Oui;;;"{""coordinates"": [[2.351171125654263, 48.86052384157859]], ""type"": ""MultiPoint""}";48.86052384157859,2.351171125654263
SANISETTE;;78  BOULEVARD SAINT MARCEL;;6 h - 1 h;Oui;;;"{""coordinates"": [[2.353543641100616, 48.83741847058166]], ""type"": ""MultiPoint""}";48.83741847058166,2.353543641100616
SANISETTE;;51  BOULEVARD DE COURCELLES;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.304028164576791, 48.879227198587344]], ""type"": ""MultiPoint""}";48.879227198587344,2.304028164576791
SANISETTE;;opposé au 168 BOULEVARD DE MAGENTA;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.349610003378711, 48.883270091603826]], ""type"": ""MultiPoint""}";48.883270091603826,2.349610003378711
SANISETTE;;RUE DU FAUBOURG SAINT MARTIN;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.360463576080204, 48.875749513351415]], ""type"": ""MultiPoint""}";48.875749513351415,2.360463576080204
TOILETTES;;JARDIN VILLEMIN;75010;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/jardin-villemin-1798;"{""coordinates"": [[2.360586587773963, 48.87495187562732]], ""type"": ""MultiPoint""}";48.87495187562732,2.360586587773963
TOILETTES;;JARDIN DE LA GARE DE CHARONNE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-de-la-gare-de-charonne-2693;"{""coordinates"": [[2.409416942955489, 48.85201539306615]], ""type"": ""MultiPoint""}";48.85201539306615,2.409416942955489
TOILETTES;;BOIS DE VINCENNES - PARC FLORAL DE PARIS - CHATEAU;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""coordinates"": [[2.440768213104734, 48.8399284317324]], ""type"": ""MultiPoint""}";48.8399284317324,2.440768213104734
TOILETTES;;SQUARE EMMANUEL FLEURY;75020;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/square-emmanuel-fleury-2720;"{""coordinates"": [[2.411264956080894, 48.8708129956025]], ""type"": ""MultiPoint""}";48.8708129956025,2.411264956080894
TOILETTES;;JARDIN PAUL DIDIER;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-paul-didier-ex-colonel-manhes-2819;"{""coordinates"": [[2.320485641136297, 48.89546130163387]], ""type"": ""MultiPoint""}";48.89546130163387,2.320485641136297
SANISETTE;;79  BOULEVARD KELLERMANN;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.347726932055576, 48.819969758397754]], ""type"": ""MultiPoint""}";48.819969758397754,2.347726932055576
SANISETTE;;face au 30 AVENUE REILLE;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.339488403872547, 48.82454102425052]], ""type"": ""MultiPoint""}";48.82454102425052,2.339488403872547
SANISETTE;;face au 36 RUE DIDOT;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.320178958056874, 48.831657967806095]], ""type"": ""MultiPoint""}";48.831657967806095,2.320178958056874
SANISETTE;;1  AVENUE RENE COTY;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.332917144300073, 48.83313899250652]], ""type"": ""MultiPoint""}";48.83313899250652,2.332917144300073
SANISETTE;;57  RUE DE LA CHAPELLE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.358838883116348, 48.89508955698618]], ""type"": ""MultiPoint""}";48.89508955698618,2.358838883116348
SANISETTE;;BOULEVARD D ALGERIE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.400408793867472, 48.880680241510866]], ""type"": ""MultiPoint""}";48.880680241510866,2.400408793867472
SANISETTE;;AVENUE DE LA PORTE BRUNET;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.397859680104272, 48.88389762041914]], ""type"": ""MultiPoint""}";48.88389762041914,2.397859680104272
SANISETTE;;37  BOULEVARD DES CAPUCINES;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.329345376568483, 48.870058233825205]], ""type"": ""MultiPoint""}";48.870058233825205,2.329345376568483
SANISETTE;;123  RUE SAINT ANTOINE;;24 h / 24;Oui;;;"{""coordinates"": [[2.360419701884549, 48.85530319788792]], ""type"": ""MultiPoint""}";48.85530319788792,2.360419701884549
SANISETTE;;RUE DE L AVE MARIA;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.359582804553574, 48.85321055139778]], ""type"": ""MultiPoint""}";48.85321055139778,2.359582804553574
SANISETTE;;2  RUE MORNAY;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.366123193813519, 48.849474962211744]], ""type"": ""MultiPoint""}";48.849474962211744,2.366123193813519
SANISETTE;;9  BOULEVARD SAINT GERMAIN;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.354846182358385, 48.849330262603885]], ""type"": ""MultiPoint""}";48.849330262603885,2.354846182358385
SANISETTE;;2  PLACE JOFFRE;;24 h / 24;Oui;;;"{""coordinates"": [[2.305083210870264, 48.854301176148155]], ""type"": ""MultiPoint""}";48.854301176148155,2.305083210870264
SANISETTE;;45  BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""coordinates"": [[2.343497799728155, 48.882709085896316]], ""type"": ""MultiPoint""}";48.882709085896316,2.343497799728155
TOILETTES;;SQUARE SAMUEL ROUSSEAU;75007;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-samuel-rousseau-2467;"{""coordinates"": [[2.319582882629932, 48.85917224498334]], ""type"": ""MultiPoint""}";48.85917224498334,2.319582882629932
TOILETTES;;SQUARES DES ARENES DE LUTECE ET CAPITAN;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-arenes-de-lutece-et-square-capitan-1760;"{""coordinates"": [[2.35324384799468, 48.845456222716194]], ""type"": ""MultiPoint""}";48.845456222716194,2.35324384799468
TOILETTES;;SQUARE PAUL GRIMAULT;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-paul-grimault-2567;"{""coordinates"": [[2.34850913926846, 48.82302967451198]], ""type"": ""MultiPoint""}";48.82302967451198,2.34850913926846
TOILETTES;;SQUARE FERDINAND BRUNOT;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-de-l-aspirant-dunand-2543;"{""coordinates"": [[2.32688024224376, 48.83229243383418]], ""type"": ""MultiPoint""}";48.83229243383418,2.32688024224376
TOILETTES;;SQUARE DU CHANOINE VIOLLET;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-alberto-giacometti-2866;"{""coordinates"": [[2.320531761589162, 48.8313476109017]], ""type"": ""MultiPoint""}";48.8313476109017,2.320531761589162
TOILETTES;;JARDIN ATLANTIQUE;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-atlantique-1775;"{""coordinates"": [[2.319685441900642, 48.83980953472804]], ""type"": ""MultiPoint""}";48.83980953472804,2.319685441900642
TOILETTES;;JARDIN CLAIRE MOTTE;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-claire-motte-2820;"{""coordinates"": [[2.304142774509969, 48.89189723480619]], ""type"": ""MultiPoint""}";48.89189723480619,2.304142774509969
TOILETTES;;SQUARE DE LA RUE CHARLES HERMITE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-charles-hermite-2648;"{""coordinates"": [[2.366573419652227, 48.89989642935981]], ""type"": ""MultiPoint""}";48.89989642935981,2.366573419652227
LAVATORY;;Avenue des Champs-Elysées;75008;;Oui;;;"{""coordinates"": [[2.317089878279595, 48.867262574141115]], ""type"": ""MultiPoint""}";48.867262574141115,2.317089878279595
SANISETTE;;105  QUAI DE VALMY;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.362733834933867, 48.87459203532375]], ""type"": ""MultiPoint""}";48.87459203532375,2.362733834933867
SANISETTE;;164  BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.38355339725316, 48.85564376523424]], ""type"": ""MultiPoint""}";48.85564376523424,2.38355339725316
SANISETTE;;133  BOULEVARD DE CHARONNE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.392451361323424, 48.85749370656371]], ""type"": ""MultiPoint""}";48.85749370656371,2.392451361323424
SANISETTE;;opposé au 96 RUE OBERKAMPF;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.377607009280848, 48.865770227997636]], ""type"": ""MultiPoint""}";48.865770227997636,2.377607009280848
SANISETTE;;179  AVENUE DAUMESNIL;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.392040374875127, 48.840525428672]], ""type"": ""MultiPoint""}";48.840525428672,2.392040374875127
SANISETTE;;face au 129  RUE DE LA GLACIERE;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.341806493177042, 48.826690707467044]], ""type"": ""MultiPoint""}";48.826690707467044,2.341806493177042
SANISETTE;;4  RUE MARTIN BERNARD;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.351328775975912, 48.8268991020181]], ""type"": ""MultiPoint""}";48.8268991020181,2.351328775975912
SANISETTE;;2  BOULEVARD JOURDAN;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.34433502420897, 48.81898671945179]], ""type"": ""MultiPoint""}";48.81898671945179,2.34433502420897
SANISETTE;;RUE DES MARINIERS;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.311198111631177, 48.82760820526359]], ""type"": ""MultiPoint""}";48.82760820526359,2.311198111631177
SANISETTE;;2  RUE JACQUES KELLNER;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.328040763341667, 48.89583555740396]], ""type"": ""MultiPoint""}";48.89583555740396,2.328040763341667
SANISETTE;;15  AVENUE DE LA PORTE DE CLIGNANCOURT;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.343963695246802, 48.8991942601401]], ""type"": ""MultiPoint""}";48.8991942601401,2.343963695246802
SANISETTE;;29  RUE MANIN;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.3782622313212523, 48.87861935487687]], ""type"": ""MultiPoint""}";48.87861935487687,2.3782622313212523
SANISETTE;;14  RUE MEYNADIER;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.383450508308367, 48.883501985506584]], ""type"": ""MultiPoint""}";48.883501985506584,2.383450508308367
SANISETTE;;face au 196 BOULEVARD DE LA VILLETTE;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.370336342149233, 48.882213723425714]], ""type"": ""MultiPoint""}";48.882213723425714,2.370336342149233
SANISETTE;;RUE CESARIA EVORA;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.377469825874642, 48.89769666177365]], ""type"": ""MultiPoint""}";48.89769666177365,2.377469825874642
SANISETTE;;14  RUE SAINT MARTIN;;24 h / 24;Oui;;;"{""coordinates"": [[2.349797594005607, 48.858200967363395]], ""type"": ""MultiPoint""}";48.858200967363395,2.349797594005607
SANISETTE;;face au 50 RUE DE RIVOLI;;24 h / 24;Oui;;;"{""coordinates"": [[2.354183092290366, 48.85678942451888]], ""type"": ""MultiPoint""}";48.85678942451888,2.354183092290366
SANISETTE;;8  RUE JEAN CALVIN;;24 h / 24;Oui;;;"{""coordinates"": [[2.348691572286761, 48.8416407780507]], ""type"": ""MultiPoint""}";48.8416407780507,2.348691572286761
TOILETTES;;PARC MONCEAU;75008;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-monceau-1804;"{""coordinates"": [[2.309077189142378, 48.88027485340873]], ""type"": ""MultiPoint""}";48.88027485340873,2.309077189142378
TOILETTES;;SQUARE JULES VERNE;75011;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/square-jules-verne-2841;"{""coordinates"": [[2.375293804571365, 48.87001971632358]], ""type"": ""MultiPoint""}";48.87001971632358,2.375293804571365
TOILETTES;;JARDIN DE REUILLY - PAUL PERNIN;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-de-reuilly-paul-pernin-2573;"{""coordinates"": [[2.388283524133826, 48.84285653768209]], ""type"": ""MultiPoint""}";48.84285653768209,2.388283524133826
TOILETTES;;SQUARE DE LA RUE LEON FRAPIE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-leon-frapie-2722;"{""coordinates"": [[2.412143699957275, 48.87242040371037]], ""type"": ""MultiPoint""}";48.87242040371037,2.412143699957275
TOILETTES;;JARDIN DE L'HOSPICE DEBROUSSE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-de-l-hospice-debrousse-16194;"{""coordinates"": [[2.406993138173421, 48.862359830386104]], ""type"": ""MultiPoint""}";48.862359830386104,2.406993138173421
TOILETTES;;JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN CENTRAL;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardins-abbe-pierre-grands-moulins-5044;"{""coordinates"": [[2.379618715998577, 48.82961671975898]], ""type"": ""MultiPoint""}";48.82961671975898,2.379618715998577
TOILETTES;;JARDIN DE LA DALLE FOUGERE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-leon-frapie-2722;"{""coordinates"": [[2.412431784164808, 48.87218012240723]], ""type"": ""MultiPoint""}";48.87218012240723,2.412431784164808
TOILETTES;;SQUARE DU TEMPLE;75003;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/square-du-temple-elie-wiesel-2425;"{""coordinates"": [[2.360499747594259, 48.86428649147141]], ""type"": ""MultiPoint""}";48.86428649147141,2.360499747594259
TOILETTES;;JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN);75003;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-anne-frank-2737;"{""coordinates"": [[2.354528582794358, 48.86140027201583]], ""type"": ""MultiPoint""}";48.86140027201583,2.354528582794358
TOILETTES;;JARDIN JAMES JOYCE;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-james-joyce-2560;"{""coordinates"": [[2.373750809302066, 48.836321686226896]], ""type"": ""MultiPoint""}";48.836321686226896,2.373750809302066
TOILETTES;;SQUARE FLORENCE BLUMENTHAL;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-florence-blumenthal-2523;"{""coordinates"": [[2.367317874534179, 48.82749838275663]], ""type"": ""MultiPoint""}";48.82749838275663,2.367317874534179
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.385168519889268, 48.87986955015693]], ""type"": ""MultiPoint""}";48.87986955015693,2.385168519889268
TOILETTES;;JARDIN DEBERGUE-RENDEZ-VOUS;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-debergue-rendez-vous-2848;"{""coordinates"": [[2.403911070709572, 48.84657173098482]], ""type"": ""MultiPoint""}";48.84657173098482,2.403911070709572
TOILETTES;;SQUARE DE LA RUE BAYEN;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-olave-et-robert-baden-powell-ex-bayen-2630;"{""coordinates"": [[2.290614026007785, 48.88215739534307]], ""type"": ""MultiPoint""}";48.88215739534307,2.290614026007785
TOILETTES;;JARDIN DE LA RUE GINETTE NEVEU;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-de-la-rue-ginette-neveu-2654;"{""coordinates"": [[2.345035089551902, 48.900016901607415]], ""type"": ""MultiPoint""}";48.900016901607415,2.345035089551902
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75001;;Non;;;"{""coordinates"": [[2.342722494673272, 48.85831632949923]], ""type"": ""MultiPoint""}";48.85831632949923,2.342722494673272
SANISETTE;;179  QUAI DE VALMY;75010;6 h - 1 h;Oui;;;"{""coordinates"": [[2.367317820510683, 48.88016342714386]], ""type"": ""MultiPoint""}";48.88016342714386,2.367317820510683
SANISETTE;;18  AVENUE JEAN AICARD;75011;6 h - 1 h;Oui;;;"{""coordinates"": [[2.380958599624835, 48.86569698373071]], ""type"": ""MultiPoint""}";48.86569698373071,2.380958599624835
SANISETTE;;283  RUE DE CHARENTON;75012;6 h - 1 h;Oui;;;"{""coordinates"": [[2.393533357001098, 48.83473828707719]], ""type"": ""MultiPoint""}";48.83473828707719,2.393533357001098
SANISETTE;;face au 32  BOULEVARD EDGAR QUINET;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.326831211101864, 48.84047147744345]], ""type"": ""MultiPoint""}";48.84047147744345,2.326831211101864
SANISETTE;;4  PLACE DE BRETEUIL;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3109598986410163, 48.84733413997167]], ""type"": ""MultiPoint""}";48.84733413997167,2.3109598986410163
SANISETTE;;BOULEVARD GARIBALDI;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.302072031091217, 48.8478417919066]], ""type"": ""MultiPoint""}";48.8478417919066,2.302072031091217
SANISETTE;;3  RUE DE LA GOUTTE D OR;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.354863996144927, 48.885028142206096]], ""type"": ""MultiPoint""}";48.885028142206096,2.354863996144927
SANISETTE;;opposé au 17 RUE LIEUTENANT COLONEL DAX;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.340228067255163, 48.900705833417085]], ""type"": ""MultiPoint""}";48.900705833417085,2.340228067255163
SANISETTE;;9  AVENUE DE LA PORTE DE LA VILLETTE;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.386774783986592, 48.898974839975054]], ""type"": ""MultiPoint""}";48.898974839975054,2.386774783986592
SANISETTE;;171  RUE DES PYRENEES;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.40102151004381, 48.86001571292929]], ""type"": ""MultiPoint""}";48.86001571292929,2.40102151004381
SANISETTE;;32  AVENUE GEORGE V;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.30122008119351, 48.868840348754716]], ""type"": ""MultiPoint""}";48.868840348754716,2.30122008119351
SANISETTE;;65  BOULEVARD DE CLICHY;;24 h / 24;Oui;;;"{""coordinates"": [[2.331784835499315, 48.88398130352188]], ""type"": ""MultiPoint""}";48.88398130352188,2.331784835499315
SANISETTE;;SQUARE ALBAN SATRAGNE;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3558626724604173, 48.87578071143161]], ""type"": ""MultiPoint""}";48.87578071143161,2.3558626724604173
SANISETTE;;face au 4 AVENUE CLAUDE VELLEFAUX;75010;6 h - 1 h;Oui;;;"{""coordinates"": [[2.369583030462242, 48.872315075210196]], ""type"": ""MultiPoint""}";48.872315075210196,2.369583030462242
TOILETTES;;SQUARE DES MISSIONS ETRANGERES;75007;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-missions-etrangeres-2463;"{""coordinates"": [[2.324502934107624, 48.85240888634458]], ""type"": ""MultiPoint""}";48.85240888634458,2.324502934107624
TOILETTES;;SQUARE MAURICE GARDETTE;75011;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-maurice-gardette-2725;"{""coordinates"": [[2.378748375701655, 48.86145746772124]], ""type"": ""MultiPoint""}";48.86145746772124,2.378748375701655
TOILETTES;;JARDIN EMILE GALLE;75011;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-emile-galle-2730;"{""coordinates"": [[2.390465302238812, 48.85378509897565]], ""type"": ""MultiPoint""}";48.85378509897565,2.390465302238812
TOILETTES;;SQUARE LOUIS MAJORELLE;75011;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-louis-majorelle-2733;"{""coordinates"": [[2.380924006050463, 48.85199247850565]], ""type"": ""MultiPoint""}";48.85199247850565,2.380924006050463
TOILETTES;;PARC DE BERCY;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/jardin-georges-duhamel-2559;"{""coordinates"": [[2.382471399395286, 48.83398319424073]], ""type"": ""MultiPoint""}";48.83398319424073,2.382471399395286
TOILETTES;;JARDIN DE LA FOLIE TITON;75011;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-de-la-folie-titon-2842;"{""coordinates"": [[2.385387214042942, 48.8521493384893]], ""type"": ""MultiPoint""}";48.8521493384893,2.385387214042942
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.336047447095454, 48.82123528431706]], ""type"": ""MultiPoint""}";48.82123528431706,2.336047447095454
